start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,72.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4-0613,False,default,66555.0,20277.0,0.0,66555.0,66555.0,20277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762041600,1762128000,2025-11-02T00:00:00+00:00,2025-11-03T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,3.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4o-search-preview-2025-03-11,False,default,362.0,491.0,0.0,362.0,362.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762128000,1762214400,2025-11-03T00:00:00+00:00,2025-11-04T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-3.5-turbo-0125,False,default,44.0,23.0,0.0,44.0,44.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762128000,1762214400,2025-11-03T00:00:00+00:00,2025-11-04T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,29.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4-0613,False,default,21568.0,6388.0,0.0,21568.0,21568.0,6388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762214400,1762300800,2025-11-04T00:00:00+00:00,2025-11-05T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,18.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-3.5-turbo-1106,False,default,3140.0,1304.0,0.0,3140.0,3140.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762300800,1762387200,2025-11-05T00:00:00+00:00,2025-11-06T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,1.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4o-mini-2024-07-18,False,incentivized-tier,16.0,10.0,0.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762300800,1762387200,2025-11-05T00:00:00+00:00,2025-11-06T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,97.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-3.5-turbo-0125,False,default,1877.0,2017.0,0.0,1877.0,1877.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762300800,1762387200,2025-11-05T00:00:00+00:00,2025-11-06T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,7.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-3.5-turbo-1106,False,default,242.0,343.0,0.0,242.0,242.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762300800,1762387200,2025-11-05T00:00:00+00:00,2025-11-06T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,4.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4-1106-preview,False,default,38.0,205.0,0.0,38.0,38.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762387200,1762473600,2025-11-06T00:00:00+00:00,2025-11-07T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,2.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4o-2024-08-06,False,incentivized-tier,65.0,305.0,0.0,65.0,65.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762387200,1762473600,2025-11-06T00:00:00+00:00,2025-11-07T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,7.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-3.5-turbo-0125,False,default,1660.0,947.0,0.0,1660.0,1660.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762387200,1762473600,2025-11-06T00:00:00+00:00,2025-11-07T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,3.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-4-0613,False,default,506.0,692.0,0.0,506.0,506.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762473600,1762560000,2025-11-07T00:00:00+00:00,2025-11-08T00:00:00+00:00,proj_eMLNEj0QoKBKNTK9fYKCDFLD,4.0,user-ubGiEfBzazynC1Dn2BaUoTsI,key_ttlewTclOY1f8pVy,gpt-3.5-turbo-0125,False,default,1499.0,617.0,0.0,1499.0,1499.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762560000,1762646400,2025-11-08T00:00:00+00:00,2025-11-09T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
